number,language,strongs_def,derivation,translit,lemma,kjv_def,xlit,pron
G5404,G, a palm-tree,of uncertain derivation;,phoînix,φοῖνιξ,palm (tree),,
G5451,G," trans-planting, i.e. (concretely) a shrub or vegetable",from G5452 (φυτεύω);,phyteía,φυτεία,plant,,
G3901,G," to flow by, i.e. (figuratively) carelessly pass (miss)",from G3844 (παρά) and the alternate of G4482 (ῥέω);,pararrhyéō,παραῤῥυέω,let slip,,
G3730,G," a violent impulse, i.e. onset",of uncertain affinity;,hormḗ,ὁρμή,assault,,
G3524,G," sober, i.e. (figuratively) circumspect",from G3525 (νήφω);,nēpháleos,νηφάλεος,sober,,
G1474,G, to raze,from G1475 (ἔδαφος);,edaphízō,ἐδαφίζω,lay even with the ground,,
G5623,G," to be useful, i.e. to benefit",from the same as G5622 (ὠφέλεια);,ōpheléō,ὠφελέω,"advantage, better, prevail, profit",,
G1184,G, approved; (figuratively) propitious,from G1209 (δέχομαι);,dektós,δεκτός, accepted(-table),,
G2183,G," diurnality, i.e. (specially) the quotidian rotation or class of the Jewish priests' service at the Temple, as distributed by families",from G2184 (ἐφήμερος);,ephēmería,ἐφημερία,course,,
G3494,G, a youth (up to about forty years),from a derivative of G3501 (νέος);,neanías,νεανίας,young man,,
G50,G," not to know (through lack of information or intelligence); by implication, to ignore (through disinclination)",from G1 (Α) (as a negative particle) and G3539 (νοιέω);,agnoéō,ἀγνοέω,"(be) ignorant(-ly), not know, not understand, unknown",,
G288,G, a vine (as coiling about a support),probably from the base of G297 (ἀμφότερος) and that of G257 (ἅλων);,ámpelos,ἄμπελος,vine,,
G2891,G, cumi (i.e. rise!),of Chaldee origin (H06966);,koûmi,κοῦμι,cumi,,
G1559,G," to pursue out, i.e. expel or persecute implacably",from G1537 (ἐκ) and G1377 (διώκω);,ekdiṓkō,ἐκδιώκω,persecute,,
G3534,G," a conquest (concretely), i.e. (by implication) triumph",from G3529 (νίκη);,nîkos,νῖκος,victory,,
G1545,G, an exit (literally or figuratively),from a compound of G1537 (ἐκ) and the base of G939 (βάσις) (meaning to go out);,ékbasis,ἔκβασις,"end, way to escape",,
G1564,G, thence,from G1563 (ἐκεῖ);,ekeîthen,ἐκεῖθεν,"from that place, (from) thence, there",,
G4543,G," Samo-thrace (Samos of Thrace), an island in the Mediterranean",from G4544 (Σάμος) and (Thrace);,Samothráikē,Σαμοθρᾴκη,Samothracia,,
G1529,G, an entrance (literally or figuratively),from G1519 (εἰς) and G3598 (ὁδός);,eísodos,εἴσοδος,"coming, enter(-ing) in (to)",,
G3434,G," Moloch (i.e. Molek), an idol",of Hebrew origin (H04432);,Molóch,Μολόχ,Moloch,,
G251,G," ""salt""",a primary word;,háls,ἅλς,salt,,
G1313,G, varying; also surpassing,from G1308 (διαφέρω);,diáphoros,διάφορος,"differing, divers, more excellent",,
G3525,G," to abstain from wine (keep sober), i.e. (figuratively) be discreet",of uncertain affinity;,nḗphō,νήφω,"be sober, watch",,
G5266,G," something bound under the feet, i.e. a shoe or sandal",from G5265 (ὑποδέω);,hypódēma,ὑπόδημα,shoe,,
G3550,G, a legislator,from G3551 (νόμος) and a derivative of G5087 (τίθημι);,nomothétēs,νομοθέτης,lawgiver,,
G1032,G," to swell out, i.e. (by implication) to gush",a primary verb;,brýō,βρύω,send forth,,
G37,G," to make holy, i.e. (ceremonially) purify or consecrate; (mentally) to venerate",from G40 (ἅγιος);,hagiázō,ἁγιάζω,"hallow, be holy, sanctify",,
G2570,G,,"of uncertain affinity; properly, beautiful, but chiefly (figuratively) good (literally or morally), i.e. valuable or virtuous (for appearance or use, and thus distinguished from G18 (ἀγαθός), which is properly intrinsic)",kalós,καλός,"X better, fair, good(-ly), honest, meet, well, worthy",,
G1252,G," to separate thoroughly, i.e. (literally and reflexively) to withdraw from, or (by implication) oppose; figuratively, to discriminate (by implication, decide), or (reflexively) hesitate",from G1223 (διά) and G2919 (κρίνω);,diakrínō,διακρίνω,"contend, make (to) differ(-ence), discern, doubt, judge, be partial, stagger, waver",,
G2745,G," a boast (properly, the object; by implication, the act) in a good or a bad sense",from G2744 (καυχάομαι);,kaúchēma,καύχημα,"boasting, (whereof) to glory (of), glorying, rejoice(-ing)",,
G592,G," to disjoin (by a boundary, figuratively, a party)",from G575 (ἀπό) and a compound of G223 (Ἀλέξανδρος) and G3724 (ὁρίζω);,apodiorízō,ἀποδιορίζω,separate,,
G4197,G," travel (by land); figuratively (plural) proceedings, i.e. career",from G4198 (πορεύομαι);,poreía,πορεία,"journey(-ing), ways",,
G1405,G," to grasp, i.e. (figuratively) entrap",perhaps akin to the base of G1404 (δράκων) (through the idea of capturing);,drássomai,δράσσομαι,take,,
G339,G," properly, to set up, i.e. (reflexively) to sit up",from G303 (ἀνά) and G2523 (καθίζω);,anakathízō,ἀνακαθίζω,sit up,,
G1997,G, a complete collection; especially a Christian meeting (for worship),from G1996 (ἐπισυνάγω);,episynagōgḗ,ἐπισυναγωγή,assembling (gathering) together,,
G3429,G, (middle voice) to commit adultery,from G3432 (μοιχός);,moicháō,μοιχάω,commit adultery,,
G2495,G," Jonas (i.e. Jonah), the name of two Israelites",of Hebrew origin (H03124);,Iōnâs,Ἰωνᾶς,Jonas,,
G4673,G," a funereal receptacle (urn, coffin), i.e. (by analogy) a bier",probably akin to the base of G4987 (σωρεύω);,sorós,σορός,bier,,
G1500,G," idly, i.e. without reason (or effect)",probably from G1502 (εἴκω) (through the idea of failure);,eikē,εἰκῆ,"without a cause, (in) vain(-ly)",,
G3827,G," full many, i.e. immense",from G3956 (πᾶς) and G4183 (πολύς);,pámpolys,πάμπολυς,very great,,
G468,G," a requital (properly, the thing)",from G467 (ἀνταποδίδωμι);,antapódoma,ἀνταπόδομα,recompense,,
G2133,G," kindness; euphemistically, conjugal duty",from the same as G2132 (εὐνοέω);,eúnoia,εὔνοια,"benevolence, good will",,
G3857,G," a park, i.e. (specially), an Eden (place of future happiness, ""paradise"")",of Oriental origin (compare H06508);,parádeisos,παράδεισος,paradise,,
G3638,G," ""eight""",a primary numeral;,oktṓ,ὀκτώ,eight,,
G2118,G, rectitude,from G2117 (εὐθύς);,euthýtēs,εὐθύτης,righteousness,,
G3151,G," an idle (i.e. senseless or mischievous) talker, i.e. a wrangler",from G3152 (μάταιος) and G3004 (λέγω);,mataiológos,ματαιολόγος,vain talker,,
G2237,G," sensual delight; by implication, desire",from (to please);,hēdonḗ,ἡδονή,"lust, pleasure",,
G3526,G," black; Niger, a Christian",of Latin origin;,Níger,Νίγερ,Niger,,
G5155,G," hairy, i.e. made of hair (mohair)",from G2359 (θρίξ);,tríchinos,τρίχινος,of hair,,
G914,G," Barachias (i.e. Berechijah), an Israelite",of Hebrew origin (H01296);,Barachías,Βαραχίας,Barachias,,
G4691,G," a seed-picker (as the crow), i.e. (figuratively) a sponger, loafer (specially, a gossip or trifler in talk)",from G4690 (σπέρμα) and G3004 (λέγω);,spermológos,σπερμολόγος,babbler,,
G2352,G, to crush,a primary verb;,thraúō,θραύω,bruise,,
G364,G, recollection,from G363 (ἀναμιμνήσκω);,anámnēsis,ἀνάμνησις,remembrance (again),,
G3169,G, befitting greatness or magnificence (majestic),from G3173 (μέγας) and G4241 (πρέπω);,megaloprepḗs,μεγαλοπρεπής,excellent,,
G3445,G, to fashion (figuratively),from the same as G3444 (μορφή);,morphóō,μορφόω,form,,
G2115,G," in fine spirits, i.e. cheerful",from G2095 (εὖ) and G2372 (θυμός);,eúthymos,εὔθυμος,"of good cheer, the more cheerfully",,
G5090,G," Timæus (i.e. Timay), an Israelite",probably of Chaldee origin (compare H02931);,Timaîos,Τιμαῖος,Timæus,,
G4732,G," to solidify, i.e. confirm (literally or figuratively)",from G4731 (στερεός);,stereóō,στερεόω,"establish, receive strength, make strong",,
G3030,G," the incense-tree, i.e. (by implication) incense itself",of foreign origin (H03828);,líbanos,λίβανος,frankincense,,
G4966,G," Sychem (i.e. Shekem), the name of a Canaanite and of a place in Palestine",of Hebrew origin (H07927);,Sychém,Συχέμ,Sychem,,
G611,G," to conclude for oneself, i.e. (by implication) to respond; by Hebraism (compare H06030) to begin to speak (where an address is expected)",from G575 (ἀπό) and ;,apokrínomai,ἀποκρίνομαι,answer,,
G2029,G," to inspect, i.e. watch",from G1909 (ἐπί) and a derivative of G3700 (ὀπτάνομαι);,epopteúō,ἐποπτεύω,behold,,
G5120,G, sometimes used for G5127 (τούτου); of this person,"properly, the genitive case of G3588 (ὁ);",toû,τοῦ,his,,
G4010,G," fortified; Pergamus, a place in Asia Minor",from G4444 (πύργος);,Pérgamos,Πέργαμος,Pergamos,,
G4948,G," a Syran (i.e. probably Tyrian), a native of Syria",from the same as G4947 (Συρία);,Sýros,Σύρος,Syrian,,
G1205,G, come hither!,from G1204 (δεῦρο) and an imperative form of (to go);,deûte,δεῦτε,"come, X follow",,
G4729,G," to hem in closely, i.e. (figuratively) cramp",from the same as G4730 (στενοχωρία);,stenochōréō,στενοχωρέω,"distress, straiten",,
G2461,G, the cavalry force,neuter of a derivative of G2462 (ἵππος);,hippikón,ἱππικόν,horse(-men),,
G575,G," ""off,"" i.e. away (from something near), in various senses (of place, time, or relation; literal or figurative)",a primary particle;,apó,ἀπό,"(X here-)after, ago, at, because of, before, by (the space of), for(-th), from, in, (out) of, off, (up-)on(-ce), since, with",,
G907,G," to immerse, submerge; to make whelmed (i.e. fully wet); used only (in the New Testament) of ceremonial ablution, especially (technically) of the ordinance of Christian baptism",from a derivative of G911 (βάπτω);,baptízō,βαπτίζω,"Baptist, baptize, wash",,
G3416,G," Mnason, a Christian",of uncertain origin;,Mnásōn,Μνάσων,Mnason,,
G1569,G, utterly astounded,from G1537 (ἐκ) and G2285 (θάμβος);,ékthambos,ἔκθαμβος,greatly wondering,,
G3475,G," Moseus, Moses, or Mouses (i.e. Mosheh), the Hebrew lawgiver",of Hebrew origin; (H04872);,Mōseús,Μωσεύς,Moses,,
G4487,G," an utterance (individually, collectively or specially),; by implication, a matter or topic (especially of narration, command or dispute); with a negative naught whatever",from G4483 (ῥέω);,rhēma,ῥῆμα,"+ evil, + nothing, saying, word",,
G885,G," Achim, an Israelite",probably of Hebrew origin (compare H03137);,Acheím,Ἀχείμ,Achim,,
G3143,G," to be adduced as a witness, i.e. (figuratively) to obtest (in affirmation or exhortation)",middle voice from G3144 (μάρτυς);,martýromai,μαρτύρομαι,"take to record, testify",,
G356,G, proportion,from a compound of G303 (ἀνά) and G3056 (λόγος);,analogía,ἀναλογία,proportion,,
G1075,G," to reckon by generations, i.e. trace in genealogy",from G1074 (γενεά) and G3056 (λόγος);,genealogéō,γενεαλογέω,count by descent,,
G3131,G," manna (i.e. man), an edible gum",of Hebrew origin (H04478);,mánna,μάννα,manna,,
G1760,G," to be inspirited, i.e. ponder",from a compound of G1722 (ἐν) and G2372 (θυμός);,enthyméomai,ἐνθυμέομαι,think,,
G3020,G," Levitic, i.e. relating to the Levites",from G3019 (Λευΐτης);,Leuïtikós,Λευϊτικός,Levitical,,
G3078,G," grief-dispelling; Lysanias, a governor of Abilene",from G3080 (λύσις) and (trouble);,Lysanías,Λυσανίας,Lysanias,,
G3903,G," to furnish aside, i.e. get ready",from G3844 (παρά) and a derivative of G4632 (σκεῦος);,paraskeuázō,παρασκευάζω,"prepare self, be (make) ready",,
G2851,G, penal infliction,from G2849 (κολάζω);,kólasis,κόλασις,"punishment, torment",,
G1607,G," to depart, be discharged, proceed, project",from G1537 (ἐκ) and G4198 (πορεύομαι);,ekporeúomai,ἐκπορεύομαι,"come (forth, out of), depart, go (forth, out), issue, proceed (out of)",,
G5287,G," a setting under (support), i.e. (figuratively) concretely, essence, or abstractly, assurance (objectively or subjectively)",from a compound of G5259 (ὑπό) and G2476 (ἵστημι);,hypóstasis,ὑπόστασις,"confidence, confident, person, substance",,
G1740,G, to glorify,from G1741 (ἔνδοξος);,endoxázō,ἐνδοξάζω,glorify,,
G1599,G, to despatch,from G1537 (ἐκ) and G3992 (πέμπω);,ekpémpō,ἐκπέμπω,send away (forth),,
G3375,G, a particle of affirmation (only with G2229 (ἦ)); assuredly,a stronger form of G3303 (μέν);,mḗn,μήν,+ surely,,
G3563,G," the intellect, i.e. mind (divine or human; in thought, feeling, or will); by implication, meaning",probably from the base of G1097 (γινώσκω);,noûs,νοῦς,"mind, understanding",,
G3461,G," a ten-thousand; by extension, a ""myriad"" or indefinite number",from G3463 (μύριοι);,myriás,μυριάς,ten thousand,,
G1673,G," Hellenic, i.e. Grecian (in language)",from G1672 (Ἕλλην);,Hellēnikós,Ἑλληνικός,Greek,,
G2096,G," Eua (or Eva, i.e. Chavvah), the first woman",of Hebrew origin (H02332);,Eûa,Εὖα,Eve,,
G3071,G," Lycaonia, a region of Asia Minor",perhaps remotely from G3074 (λύκος);,Lykaonía,Λυκαονία,Lycaonia,,
G1720,G, to blow at or on,from G1722 (ἐν) and (to puff) (compare G5453 (φύω));,emphysáō,ἐμφυσάω,breathe on,,
G5272,G," acting under a feigned part, i.e. (figuratively) deceit (""hypocrisy"")",from G5271 (ὑποκρίνομαι);,hypókrisis,ὑπόκρισις,"condemnation, dissimulation, hypocrisy",,
G707,G," Arimathæa (or Ramah), a place in Palestine",of Hebrew origin (H07414);,Arimathaía,Ἀριμαθαία,Arimathæa,,
G2535,G," Cain, (i.e. Cajin), the son of Adam",of Hebrew origin (H07014);,Káïn,Κάϊν,Cain,,
G2065,G," to interrogate; by implication, to request",apparently from G2046 (ἐρέω) (compare G2045 (ἐρευνάω));,erōtáō,ἐρωτάω,"ask, beseech, desire, intreat, pray",,
G4282,G, to fit up in advance (literally or figuratively),from G4253 (πρό) and G2090 (ἑτοιμάζω);,proetoimázō,προετοιμάζω,"ordain before, prepare afore",,
G394,G," to set forth (for oneself), i.e propound",from G303 (ἀνά) and the middle voice of G5087 (τίθημι);,anatíthemai,ἀνατίθεμαι,"communicate, declare",,
G4789,G," a co-heir, i.e. (by analogy) participant in common",from G4862 (σύν) and G2818 (κληρονόμος);,synklēronómos,συγκληρονόμος,"fellow (joint)-heir, heir together, heir with",,
